id,famille,nom,energie,proteines,lipides,dontAGS,glucides,sucre,fibres,sodium,calcium,magnesium,fer,vitamineC,vitamineD,eau,allergene,vegetarien,visuel
1123,Poissons et batraciens non transformes,"anguille, pochee",217,20.5,15,0.542,0,0,0,0,0,0,0,0,0,62,,,
1124,Poissons et batraciens non transformes,"bar commun ou loup, cru",96.4,19.3,2.13,0.491,0,0,0,88.6,130,0,2.2,0,0,78.6,,,
1125,Poissons et batraciens non transformes,"bar commun ou loup, cuit au four",154,23.6,6.61,1.52,0,0,0,56.8,0,30.6,0,0,0,68.4,,,
1126,Poissons et batraciens non transformes,"brochet, cuit au four",96.6,21.5,1.18,0.429,0,0,0,0,0,0,0,0,2.7,76.5,,,
1127,Poissons et batraciens non transformes,"cabillaud, cuit e la vapeur",82.7,18.6,0.925,0.169,0,0,0,65,10,21,0.1,0,0,76.3,,,
1128,Poissons et batraciens non transformes,"cabillaud, cuit au four",93.7,21.4,0.898,0.26,0,0,0,126,17.3,28.9,0.1,0,0,76.3,,,
1129,Poissons et batraciens non transformes,"carpe, cuite au four",127,20.4,5,1.22,0,0,0,0,0,0,0,0,3.25,73.3,,,
1130,Poissons et batraciens non transformes,"carrelet ou plie, cuit e la vapeur",84.3,19,0.925,0.241,0,0,0,0,0,0,0,0,0,78,,,
1131,Poissons et batraciens non transformes,"daurade grise, dorade grise ou griset, crue",124,20.1,4.81,1.41,0,0,0,60.6,100,31.2,0.39,0,"< 0,86",74,,,
1132,Poissons et batraciens non transformes,"eglefin, e la vapeur",89,20.9,0.6,0.156,0,0,0,73,26,24,0.1,0,0,78.3,,,
1133,Poissons et batraciens non transformes,"eperlan, cru",84.9,17.4,1.7,0,0,0,0,156,0,24,0,0,0,80.2,,,
1134,Poissons et batraciens non transformes,"espadon, cuit au four",191,22.9,11,0.4,0,0,0,122,5,34,0.6,0,0,64.2,,,
1135,Poissons et batraciens non transformes,"fletan (de l'atlantique), cru",93.1,21.1,0.965,0.214,0,0,0,60,29,25,0.5,0,0,77.7,,,
1136,Poissons et batraciens non transformes,"grenouille, cuisse, crue",66.8,16.1,0.267,0.073,0,0,0,56,18.7,21.5,3,2.5,0.35,81.9,,,
1137,Poissons et batraciens non transformes,"hareng, frit",184,23,10.2,2.29,0,0,0,0,0,0,0,0,0,64,,,
1138,Poissons et batraciens non transformes,"hareng, grille",181,20.1,11.2,2.8,0,0,0,160,79,42,1.6,0,16.1,63.9,,,
1139,Poissons et batraciens non transformes,"julienne ou lingue, crue",81.5,18.8,0.7,0.013,0,0,0,120,25,62,0.7,0,0,79.3,,,
1140,Poissons et batraciens non transformes,"lieu noir, congele",79.2,18.8,0.44,0.0676,0,0,0,155,14.3,28.8,0.24,0,0.89,77,,,
1141,Poissons et batraciens non transformes,"lieu noir, cru",81.8,18.2,0.997,0.146,0,0,0,81.8,14.7,30.7,1.3,0,1.77,79.3,,,
1142,Poissons et batraciens non transformes,"lieu noir, cuit",102,23.1,1.1,0.247,0,0,0,136,23.9,33.8,0.4,< 1,"< 1,48",77.1,,,
1143,Poissons et batraciens non transformes,"lieu ou colin d'alaska, cru",63.9,15.3,"< 0,6",0.0645,0,0,0,158,13.1,34.6,0.22,0,1.1,82.5,,,
1144,Poissons et batraciens non transformes,"limande, crue",78.5,16.6,1.34,0.334,0,0,0,116,54.3,25,0.28,0,0,80.8,,,
1145,Poissons et batraciens non transformes,"limande0sole, e la vapeur",96.6,20.6,1.58,0.129,0,0,0,120,21,20,0.6,0,0,77.1,,,
1146,Poissons et batraciens non transformes,"lotte ou baudroie, grillee",96.6,22.7,0.64,0.186,0,0,0,26,12,30,0.5,0,0,75.4,,,
1147,Poissons et batraciens non transformes,"maquereau, cuit au four",238,23.9,15.8,4.64,0,0,0,83,12.8,28.5,1.57,0.4,7.72,61.5,,,
1148,Poissons et batraciens non transformes,"maquereau, frit",186,23.6,10.2,2.96,0,0,0,83.3,0,0,0,0,12.3,64.6,,,
1149,Poissons et batraciens non transformes,"merlan, e la vapeur",90.8,20.9,0.8,0.134,0,0,0,110,21,28,0.1,0,0,76,,,
1150,Poissons et batraciens non transformes,"merlan, cru",79.9,19.1,"< 0,78",0.105,0,0,0,68,18,30,0.278,0,3.42,79.6,,,
1151,Poissons et batraciens non transformes,"merlan, frit",125,23.1,3.6,1.63,0,0,0,171,26.5,34.1,0.5,0,0,71.4,,,
1152,Poissons et batraciens non transformes,"merlu blanc du cap, surgele",91.5,17.6,2.34,0.696,0,0,0,80,9.2,34.1,0.2,0,1.1,77.1,,,
1153,Poissons et batraciens non transformes,"merlu, cuit e l'etouffee",112,21.2,3,0.14,0,0,0,99.2,41.8,29.2,0.3,0,3.2,74.4,,,
1154,Poissons et batraciens non transformes,"mulet, cuit au four",143,24.8,4.86,1.43,0,0,0,71,31,33,1.41,1.2,0,70.5,,,
1155,Poissons et batraciens non transformes,"perche, cuite au four",130,24.7,3.42,0.151,0,0,0,38.3,73,26,0.71,3.8,9,73.7,,,
1156,Poissons et batraciens non transformes,"poisson pane, frit",199,8.6,11.3,1.89,15.3,0,0.7,354,24.9,30.6,0.489,0,1.52,62.2,,,
1157,Poissons et batraciens non transformes,"raie, cuite au court0bouillon",98.5,23.2,0.63,0.148,0,0,0,161,0,24.3,0,0,0,73.7,,,
1158,Poissons et batraciens non transformes,"raie, cuite au four",80.1,18.9,0.5,0.13,0,0,0,150,50,37,0.6,0,0,75.9,,,
1159,Poissons et batraciens non transformes,"rascasse, crue",90.8,19,1.64,0.405,0,0,0,0,61,21,5.5,0,4.3,79,,,
1160,Poissons et batraciens non transformes,"rouget0barbet de roche, cuit e l'etouffee",116,23.2,2.6,0.903,0,0,0,97.3,49.6,28.9,1.1,0,2.67,74.2,,,
1161,Poissons et batraciens non transformes,"roussette, cuite",105,25.4,0.35,0.0785,0,0,0,0,0,0,0,0,"< 0,5",73.2,,,
1162,Poissons et batraciens non transformes,"sardine, grillee",214,30,10.4,3.12,0,0,0,140,130,34,1.7,0,12.3,55.7,,,
1163,Poissons et batraciens non transformes,"saumon, cru, elevage",181,19.9,11.3,2.32,0,0,0,47,7.13,26.9,0.385,0,4.69,65.9,,,
1164,Poissons et batraciens non transformes,"saumon, cuit e la vapeur",217,22.7,14,2.67,0,0,0,51.2,11.2,22.5,0.4,0,8.7,64.5,,,
1165,Poissons et batraciens non transformes,"sole, cuite e la vapeur",94.5,20.3,1.48,0,0,0,0,166,96,23.1,0.72,0,0,77,,,
1166,Poissons et batraciens non transformes,"sole, cuite au four",73,16,1,0.188,0,0,0,117,< 155,31.3,0.9,0,0,83,,,
1167,Poissons et batraciens non transformes,"thon, cru",136,23.7,4.6,1.2,0,0,0,45.7,24,33,1.54,0,7.2,70.4,,,
1168,Poissons et batraciens non transformes,"thon, cuit au four",136,29.9,1.83,0.787,0,0,0,56,22.2,49.7,1.63,0,1.83,66.8,,,
1169,Poissons et batraciens non transformes,"tilapia du nil, cru, elevage",86,17,2,0,0,0,0,42.6,0,0,1.1,0,12.2,78.4,,,
1170,Poissons et batraciens non transformes,"truite arc en ciel, elevage, cuite e la vapeur",125,20,4.99,1.03,0,0,0,0,0,0,0,0,0,75,,,
1171,Poissons et batraciens non transformes,"truite arc en ciel, elevage, cuite au four",135,22.4,4.99,1.22,0,0,0,52.6,52.9,28.1,0.346,0,11,69.3,,,
1172,Poissons et batraciens non transformes,"truite, cuite e la vapeur",121,19,4.99,1.03,0,0,0,0,0,0,0,0,0,75,,,
1173,Poissons et batraciens non transformes,"truite, cuite au four",136,22.8,4.99,1.03,0,0,0,0,0,0,0,0,0,71,,,
1174,Poissons et batraciens non transformes,"turbot, cuit au four",122,22.7,3.5,0.857,0,0,0,9,62,62,0.6,0,0,72.7,,,
1175,Pommes de terre et apparentes,"patate douce, cuite",79.1,1.69,0.145,0.0325,16.3,6.11,2.9,31.5,32.5,22.5,0.705,16.2,0,78,,,
1176,Pommes de terre et apparentes,"pomme de terre avec peau, cuite e la vapeur",89.5,1.87,0.22,0.026,19.1,0.7,1.8,0,0,0,0,0,0,77,,,
1177,Pommes de terre et apparentes,"pomme de terre dauphine, cuite",328,3.35,19.4,3.39,34.8,0,0.5,749,27.8,23.6,1.45,0,0,41,,,
1178,Pommes de terre et apparentes,"pomme de terre de conservation, cuite e l'eau, sans peau",73.2,1.97,0.1,0,15,0,2.21,0,0,20,0.471,10.2,0,79.6,,,
1179,Pommes de terre et apparentes,"pomme de terre frite ou frite, cuite, non salee",254,4.6,12,4.11,30,0,3.9,29,23.8,27.7,0.9,19,"< 0,5",47.4,,,
1180,Pommes de terre et apparentes,"pomme de terre frite ou frite, surgelee, cuite, non salee",232,3.49,11.7,4.09,26.6,0.637,3.05,62.6,12.4,26.3,0.963,9.8,0,53.9,,,
1181,Pommes de terre et apparentes,"pomme de terre noisette, precuite, surgelee",172,3.6,7.44,2.49,20.7,0,3.9,243,25.2,27.9,1,13,0,62.7,,,
1182,Pommes de terre et apparentes,"pomme de terre primeur, cuite e l'eau, sans peau",87.7,1.84,0.1,0,18.8,0,2.13,0,0,19.7,0.696,18.9,0,79.8,,,
1183,Pommes de terre et apparentes,"pomme de terre, chips salees",487,6.5,27,4,52.9,1.09,5,622,27.1,73.3,1.06,31.8,0,2.29,,,
1184,Pommes de terre et apparentes,"pomme de terre, cuite e l'eau",75.2,2,0.22,0.026,15.8,0.51,"< 2,05",< 39,"< 10,5",17.3,0.253,7.96,0,78.9,,,
1185,Pommes de terre et apparentes,"pomme de terre, flocons deshydrates au lait",350,10.9,3.02,1.84,65.8,3.24,8,155,73,79.4,2.03,22.3,0,8.07,,,
1186,Pommes de terre et apparentes,"pomme de terre, puree e base de flocons, reconstituee avec lait demi0ecreme et eau, non salee",77.1,2.4,0.515,0.319,14.6,1.3,2.25,120,29.4,14.5,0.41,13.1,0,79.5,,,
1187,Pommes de terre et apparentes,"pomme de terre, puree, avec lait et beurre, non salee",91.3,2,3.35,2.37,12.6,0.885,1.4,44.9,30.3,14.9,0.22,5,0.39,79.2,,,
1188,Pommes de terre et apparentes,"pomme de terre, rissolee, surgelee",164,2.7,4.25,1.96,27.4,0.49,2.8,40.6,12.3,28.1,0.908,13.3,0,61,,,
1189,Pommes de terre et apparentes,"pomme de terre, sans peau, cuite au four",91.7,1.96,0.1,0.026,20,1.7,1.5,1.43,9.48,21.6,0.35,12.8,0,75.4,,,
1190,Preparations pour boissons sans alcool,"citron ou lime, preparation e diluer, sans sucre",26,0.175,0,0,1.55,0,2.8,2.23,12.5,1.58,0,12,0,90.9,,,
1191,Preparations pour boissons sans alcool,sirop type menthe ou fraise,251,0.12,0.05,0.00098,61.9,58.9,0,2.39,3.82,2.24,0.0956,11.8,0,37.2,,,
1192,Preparations pour pâtisseries,"feuille de brick, cuite",380,8.25,2.25,0.215,79.4,0,3.1,1670,110,23.7,1.1,0,0,2.3,,,
1193,Preparations pour pâtisseries,gelatine,351,87.6,0.1,0.038,0,0,0,199,265,22,1.65,0,0,10.9,,,
1194,Preparations pour pâtisseries,"pâte brisee, cuite",505,7.5,26.4,6.54,58.3,0,0.9,690,16.5,12.8,< 1,0,"< 0,2",4.9,,,
1195,Preparations pour pâtisseries,"pâte feuilletee pur beurre, cuite",564,5.8,40.5,27.2,43.1,1.05,2,627,90,15,1.5,0,0.62,7.3,,,
1196,Preparations pour pâtisseries,"pâte feuilletee, cuite",505,5.85,31,13.9,49,0,2,627,18.6,11.9,0.6,"< 0,5",0,7,,,
1197,Produits e base de crustaces et mollusques,"crabe, appertise",78.1,18.1,0.5,0.1,0.3,0,0,550,120,32,2.8,0,0,79.2,,,
1198,Produits e base de crustaces et mollusques,"langoustine, panee, frite",262,9.4,13.6,2.27,25.2,0,0.7,660,210,24,1.7,0,0,49.8,,,
1199,Produits e base de poissons,"anchois commun, marine",136,23.9,3.26,1.04,2.7,2.7,0,2230,120,101,2.8,0,2.4,60.2,,,
1200,Produits e base de poissons,"anchois, filets e l'huile, semi0conserve, egoutte",182,26.4,8.45,3.08,0,0.2,0,4450,296,144,3.4,0,0.85,55.1,,,
1201,Produits e base de poissons,"caviar, semi0conserve",178,25,7.52,2.23,2.5,0,0,0,0,0,0,0,0,61,,,
1202,Produits e base de poissons,"eglefin, pane, frit",198,14.7,10,1.67,12,0,0.7,290,120,21,0.8,0,0,59.9,,,
1203,Produits e base de poissons,"foie de morue, appertise, egoutte",419,4.85,44.4,9.63,0,0,0,446,10,10.2,3.05,4,54.3,45.7,,,
1204,Produits e base de poissons,haddock (fume) ou eglefin fume,81.4,19,0.6,0.1,0,0,0,760,22,23,0.1,0,0,78.3,,,
1205,Produits e base de poissons,hareng fume,142,16.5,8.49,2.37,0,0,0,1590,62.4,34.8,1,0,22,68.3,,,
1206,Produits e base de poissons,"hareng fume, e l'huile",194,15.1,14.8,3.12,0,0,0,1630,59.2,27.4,0.9,0,14.5,62.6,,,
1207,Produits e base de poissons,hareng marine ou rollmops,199,16.5,13.6,2.37,2.7,2.01,0,1090,38,12,3.56,0,13.1,61.2,,,
1208,Produits e base de poissons,"limande0sole, panee, frite",230,16,14,1.55,9.6,0,0.7,0,0,0,0,0,0,60.5,,,
1209,Produits e base de poissons,maquereau fume,250,20.5,18.7,4.09,0,0,0,898,28.1,41.4,0.88,0,8,59,,,
1210,Produits e base de poissons,"maquereau, filet au vin blanc, appertise, egoutte",206,18.9,14.5,3.15,0,0,0,415,123,20.1,1.24,0,5.52,64.5,,,
1211,Produits e base de poissons,"maquereau, filet sauce moutarde, appertise, egoutte",210,16.9,15.2,3.92,1.5,1.5,0,405,22.9,26.7,1.26,0,7.3,64.3,,,
1212,Produits e base de poissons,"maquereau, filet sauce tomate, appertise, egoutte",207,16.4,15.7,3.37,0,0,0.2,250,82,24,1,0,4.7,67.9,,,
1213,Produits e base de poissons,"morue, salee, pochee",113,26,1.01,0.132,0,0,0,2320,64.9,13.7,0.35,0,1.25,67.4,,,
1214,Produits e base de poissons,mousse de poisson,185,13,13.5,4.32,2.79,0,0.2,537,40.1,21,9,0,3,65.9,,,
1215,Produits e base de poissons,"oeufs de lompe, semi0conserve",144,19.2,7.52,2.23,0,0,0,973,37.9,12.5,0.9,"< 0,5",2.33,68.4,,,
1216,Produits e base de poissons,pâte e base de poisson ou de crustaces,248,10.8,21.2,0.348,3.5,0,0,738,183,22.7,2.3,0,1.2,60.8,,,
1217,Produits e base de poissons,"pilchard, sauce tomate, appertise, egoutte",140,16.7,8.1,1.7,0,0,0,290,250,29,2.5,0,14,70.2,,,
1218,Produits e base de poissons,"poisson en sauce, surgele",110,10.6,5.82,2.15,3.61,0,0.4,386,28.1,21.2,0.4,0,1.13,76.4,,,
1219,Produits e base de poissons,"poisson, croquette, frit",254,13.2,14,3.04,18,0,1.55,428,49.1,22.2,0.767,0,0,52.1,,,
1220,Produits e base de poissons,rillettes de saumon,231,13.6,18.1,2.87,3.4,3.4,0,443,14,21,0.4,0,2.5,62.8,,,
1221,Produits e base de poissons,rillettes de thon,223,15.6,17.1,2.2,1.7,1.7,0,409,18.4,25.5,0.7,0,1.2,63.5,,,
1222,Produits e base de poissons,"sardine, e l'huile d'olive, conserve, egouttee",198,24.3,11.2,3.13,0,0,0,291,798,467,3.3,0,10.8,60.1,,,
1223,Produits e base de poissons,"sardine, e l'huile, appertisee, egouttee",222,26.4,12.9,3.33,0,0,0,341,< 613,38.1,2.45,0,7.13,55.8,,,
1224,Produits e base de poissons,"sardine, filets sans aretes e l'huile d'olive, appertises, egouttes",246,24.9,16.3,4.55,0,0,0,282,108,37,2.3,0,7.4,60.5,,,
1225,Produits e base de poissons,"sardine, sauce tomate, appertisee, egouttee",156,15.8,10.3,2.8,0,0,0,315,404,35.8,2.75,0,10.2,68.2,,,
1226,Produits e base de poissons,saumon fume,169,21.8,9.11,2.45,0,0,0,1440,8.34,34.4,0.304,0,2.97,64.8,,,
1227,Produits e base de poissons,"surimi, bâtonnets",101,8.65,2.15,0.29,11.8,0,0,670,17.1,12.3,0.483,0,"< 0,5",73.8,,,
1228,Produits e base de poissons,tarama preemballe,544,6.92,52.9,3.6,10,0,0,582,18.6,7.4,1,"< 0,5",0.96,29.3,,,
1229,Produits e base de poissons,terrine de poisson,252,10,21.1,2.15,5.5,1.5,0,405,30.5,19,0.4,"< 0,5",1.2,66.3,,,
1230,Produits e base de poissons,"thon e l'huile, appertise, egoutte",231,25.8,14.2,1.57,0,0,0,130,6.5,29.8,1.12,0,3.56,57.9,,,
1231,Produits e base de poissons,"thon albacore, au naturel, appertise, egoutte",115,26.4,1.04,0.374,0,0,0,283,1.5,26.1,1.3,0,6.1,70.4,,,
1232,Produits e base de poissons,"thon germon ou thon blanc e l'huile de soja, appertise, egoutte",186,30.4,7.1,1.7,0,0,0,0,0,0,0,0,0,61.3,,,
1233,Produits e base de poissons,"thon germon ou thon blanc, e l'huile d'olive, appertise, egoutte",199,31.3,8.18,1.41,0,0,0,270,1,35.9,0.5,0,0.86,60.8,,,
1234,Produits e base de poissons,"thon germon ou thon blanc, cuit vapeur sous pression",167,30,5.24,1.89,0,0,0,41.1,1.33,34.3,1.01,0,0,64,,,
1235,Produits e base de poissons,"thon, au naturel, appertise, egoutte",106,24.5,0.858,0.417,0,0,0,285,7.82,26.9,0.925,0,4.86,72.2,,,
1236,Produits e base de poissons,"truite d'elevage, fumee",171,23.4,8.65,2.62,0,0.9,0,1270,2.7,31.4,0.4,0,5.2,61.7,,,
1237,Riz et autres graines,"ble dur precuit, grains entiers, cuit",155,5.1,0.66,0.134,30.4,0.6,2.58,17,18.9,28.2,0.72,0,0,60.7,,,
1238,Riz et autres graines,"frik (ble dur immature concasse), cuit",75.9,2.1,0.48,0.0882,13.9,0,3.5,2,19.6,30.4,1,0,0,79.6,,,
1239,Riz et autres graines,"frik (ble dur immature concasse), sec",324,9.11,2.17,0.399,56.7,0,19.3,4.2,50.3,114,5.2,0,0,11,,,
1240,Riz et autres graines,"riz blanc etuve, cuit",151,2.91,1.44,0.56,31.1,0.055,0.82,38.6,11.1,10,"< 0,1",0,0,63.5,,,
1241,Riz et autres graines,"riz blanc, cuit",135,2.49,0.927,0.255,28.7,0.09,"< 1,1",117,8.17,11.4,"< 0,381",0,0,66.5,,,
1242,Riz et autres graines,"riz complet, cuit",156,3.5,1.1,0.172,31.7,0.45,2.16,205,19.8,49.6,< 1,0,0,61,,,
1243,Riz et autres graines,"riz complet, sec",354,6.85,2.8,0.574,73.3,0.657,3.6,2.88,11.9,104,"< 1,4",0,0,12.3,,,
1244,Riz et autres graines,"riz rouge, cuit",141,3.4,0.69,0.123,28.2,0,4,3.5,19.8,54.5,< 1,0,0,63.1,,,
1245,Riz et autres graines,"riz rouge, sec",352,8,3,0.535,70.6,0,4.5,11,13.4,130,< 1,0,0,12.4,,,
1246,Riz et autres graines,"riz sauvage, cuit",200,6.5,0.58,0.049,40.3,0.73,3.1,4.9,16.4,53.2,< 1,0,0,48.8,,,
1247,Riz et autres graines,"riz sauvage, sec",344,11.1,0.94,0.142,69.3,2.5,5.9,2.7,6.95,90.1,< 1,0,0,11.5,,,
1248,Salades composees et crudites,celeri remoulade,142,0.98,13.6,1.02,2.28,1.74,3.2,437,28.7,11.8,0.374,25.2,"< 0,5",78.3,,,
1249,Salades composees et crudites,champignon e la grecque,72.8,2.1,4.1,0.54,5.95,2.11,1.84,785,19.9,9.8,1.6,6.67,0,84.4,,,
1250,Salades composees et crudites,"salade composee avec viande ou poisson, appertisee, egouttee",136,8.1,7.1,0.491,8.7,0,2.7,500,28.1,18.9,1.9,0,0,72.6,,,
1251,Salades composees et crudites,"salade de pâtes aux legumes, avec thon ou viande",131,5.81,6.54,0.176,11.2,2.38,1.83,408,26.5,23.3,0.953,12.3,0.122,73,,,
1252,Salades composees et crudites,"salade de pâtes, vegetarienne",130,2.6,7.4,0.948,12.3,2,2.1,51,14,11,0.6,21,0,75.4,,,
1253,Salades composees et crudites,salade de pommes de terre maison,127,2.68,8.2,1.43,9.87,0,1.3,529,19,15,0.65,10,0,76,,,
1254,Salades composees et crudites,salade de riz,151,4.5,4.35,0.456,22.5,1,1.7,431,23.3,13.1,0.43,4.48,"< 0,5",65.5,,,
1255,Salades composees et crudites,"salade de thon et legumes, appertisee, egouttee",123,8.48,6.84,0.558,5.55,0,2.7,500,20,25.8,1.1,2.75,"< 0,5",74.8,,,
1256,Salades composees et crudites,taboule oriental ou salade de couscous,149,4.3,5.83,0.538,19.2,0.6,1.4,414,21.2,26.2,0.904,14.5,0,67.7,,,
1257,Sandwichs,cheeseburger,262,13.7,11.5,4.63,25.4,5.24,< 1,537,91.3,21.3,1.2,0.4,0.1,46.3,,,
1258,Sandwichs,croissant au jambon,293,10.5,16.6,8.54,24.9,0,1.24,754,219,18.9,0,0,0,45.6,,,
1259,Sandwichs,croque0madame,264,13.6,15.5,5.31,17,1.37,1.12,515,200,19.5,1.27,0.014,0.598,50.7,,,
1260,Sandwichs,croque0monsieur,290,14.5,14.8,5.94,25.5,2.58,1.71,625,252,22.3,1.33,0.02,0.15,44.1,,,
1261,Sandwichs,double cheeseburger,297,14.9,16.7,6.74,21.6,0,< 1,461,104,20.2,1.4,0.9,"< 0,5",43.8,,,
1262,Sandwichs,hamburger,216,13.2,8.46,2.82,20.8,2.54,1.85,485,64.2,29.1,1.31,0.3,0.1,53.7,,,
1263,Sandwichs,hot0dog,318,11.3,18.4,5.21,26,0,1.81,961,33.6,20.5,2.36,0.1,0,40.4,,,
1264,Sandwichs,pan bagna,245,7.03,12.6,1.85,24.8,2.06,2.27,841,37.9,26.1,0.691,12.2,0.588,51,,,
1265,Sandwichs,"sandwich baguette, camembert, beurre",339,11.9,16.7,10.7,34.3,2.18,1.92,670,137,20.6,0.702,0,0.208,32.8,,,
1266,Sandwichs,"sandwich baguette, crudites diverses, mayonnaise",221,6.26,7.9,1.58,30.2,2.69,2.18,426,26.6,16.6,0.871,7.02,0.168,52,,,
1267,Sandwichs,"sandwich baguette, dinde, crudites (tomate, salade), mayonnaise",255,12,8.82,1.72,30.9,2.26,1.86,446,23.3,19.8,0.994,3.11,0.05,44.9,,,
1268,Sandwichs,"sandwich baguette, jambon, beurre",283,11.5,10.5,5.71,34.7,2.36,1.92,674,54.6,34.7,0.952,3.09,0.21,39.2,,,
1269,Sandwichs,"sandwich baguette, jambon, emmental, beurre",309,14,14.3,7.69,30.2,2.06,1.67,635,188,23.2,0.83,2.33,0.363,37.5,,,
1270,Sandwichs,"sandwich baguette, jambon, oeuf dur, crudites (tomate, salade), beurre",222,9.81,5.98,2.73,31.2,2.58,1.88,569,24.6,19.2,0.969,5.77,0.2,49,,,
1271,Sandwichs,"sandwich baguette, merguez frites",331,10.5,17.8,7.98,31.3,0,1.81,602,24.1,24.4,2.8,0,0,37.5,,,
1272,Sandwichs,"sandwich baguette, merguez, ketchup moutarde",282,12.7,11.4,4.83,31.3,2.95,1.81,851,26.6,20.9,1.25,0.64,0.042,40.1,,,
1273,Sandwichs,"sandwich baguette, oeuf, crudites (tomate, salade), mayonnaise",247,8.22,9.47,2.04,31.2,2.4,1.89,457,33.6,16.4,1.08,3.31,0.432,47.7,,,
1274,Sandwichs,"sandwich baguette, pâte, cornichons",299,10.1,13.9,3.42,32.3,2.46,1.99,712,26.2,18.1,2.49,1.67,0.246,39.8,,,
1275,Sandwichs,"sandwich baguette, porc, crudites (tomate, salade), mayonnaise",267,10.9,10.6,2.25,31.1,2.38,1.86,449,21.6,19.2,0.979,3.11,0.05,44,,,
1276,Sandwichs,"sandwich baguette, poulet, crudites (tomate, salade), mayonnaise",258,10.1,8.54,1.68,34.1,2.62,2.21,513,27.4,20.2,1.04,3.61,0.069,43.2,,,
1277,Sandwichs,"sandwich baguette, salami, beurre",379,11.8,21.4,10.7,33.9,2.04,1.82,1070,25.3,17.5,1.41,0,0.335,28,,,
1278,Sandwichs,"sandwich baguette, saucisson sec, beurre",375,13.7,19.4,9.36,35.4,2.21,1.92,1060,29.1,22.2,1.09,1,0.115,26.6,,,
1279,Sandwichs,"sandwich baguette, saumon fume, beurre",265,11,5.6,2.39,41.4,2.69,2.4,742,26.5,21.8,0.909,2.84,2.28,37.4,,,
1280,Sandwichs,"sandwich baguette, thon, crudites (tomate, salade), mayonnaise",274,10.2,11.3,2.37,32.1,1.4,1.78,514,26.8,19.5,0.835,2.63,0.733,43,,,
1281,Sandwichs,"sandwich grec ou kebab, baguette, avec crudites",261,12.5,10.6,4.26,27.8,3.07,2,456,23.2,23.6,2.7,2,0,45.6,,,
1282,Sandwichs,"sandwich grec ou kebab, pita, avec crudites",233,17.2,10.8,3.57,15.5,1.34,2.3,365,28.4,24,1,0,0,51.8,,,
1283,Sandwichs,"sandwich pain de mie, garnitures diverses",260,9.81,5.98,2.56,40.9,0,1.88,0,0,0,0,0,0,39.2,,,
1284,Sandwichs,"sandwich panini, jambon cru, mozzarella, tomates",243,11.3,8.35,3.79,30,0,1.4,493,97,16.9,1.1,0,0,46.6,,,
1285,Sauces salees et condiments,câpres,29.2,2.48,0.48,0.122,2.1,1.26,2.35,2240,29.5,33,1.28,10.6,0,88.8,,,
1286,Sauces salees et condiments,"cornichon, au vinaigre",27.5,1.2,0.345,0,3,2.4,1.9,551,32.3,9.78,0.657,0.222,0,94.9,,,
1287,Sauces salees et condiments,guacamole,182,2,16.6,2.96,4.6,1.2,3.2,423,18,26.7,0.6,14,"< 0,5",71.5,,,
1288,Sauces salees et condiments,harissa (sauce condimentaire),75.5,2.7,2.9,0,7.1,0,5.1,1120,78.1,47.2,3.1,31.9,0,77.9,,,
1289,Sauces salees et condiments,houmous,285,6.79,23.4,1.29,9.29,0.27,5,429,42.7,54,1.97,4.45,0,53.2,,,
1290,Sauces salees et condiments,ketchup,119,2.25,0.1,0,26.6,18.3,1.37,1400,21.4,20.3,0.779,15,0,66.3,,,
1291,Sauces salees et condiments,mayonnaise (70% mg min.),712,1.48,77.1,16.8,2.92,1.6,0.052,458,10.3,3.08,0.6,"< 0,5","< 0,5",17,,,
1292,Sauces salees et condiments,mayonnaise e l'huile de tournesol,727,1.51,79.3,16.1,1.92,1.5,0,368,10.3,3.08,0.6,"< 0,5","< 0,5",15.9,,,
1293,Sauces salees et condiments,mayonnaise allegee en matiere grasse,344,1.28,35.2,3.4,5.62,0,0,782,47.4,17.7,0.4,0,"< 0,5",55.3,,,
1294,Sauces salees et condiments,"meloukhia, sauce, artisanale",211,1.1,21,0,0.25,0,8.4,378,81.8,37.3,1.9,0,0,67.7,,,
1295,Sauces salees et condiments,moutarde,165,7.08,14,0.739,2.38,0.86,< 1,2360,91.2,77.9,3.83,38.2,0,68.1,,,
1296,Sauces salees et condiments,"olive noire, entiere ou denoyautee, en saumure",162,0.92,14,1.42,1.71,0,12.5,< 886,58.4,70.4,3.3,0.9,0,68.5,,,
1297,Sauces salees et condiments,"olive verte, entiere ou denoyautee, en saumure",145,1.02,13.9,1.99,1.32,0,5.1,1680,36,24.5,0.665,0,0,75.2,,,
1298,Sauces salees et condiments,"olives vertes, denoyautees, fourrees (anchois, poivrons, etc.)",146,2.09,14.4,1.46,0,0,4,1110,66.8,11.2,0.3,38.6,"< 0,5",76.2,,,
1299,Sauces salees et condiments,sauce e la creme,77.7,1.09,5.55,2.05,5.75,0.726,0.171,551,20.5,5.2,0.286,0.021,0.0117,86.2,,,
1300,Sauces salees et condiments,sauce e la creme aux epices,83.5,1.25,5.75,1.86,6.37,0.95,0.65,517,26.6,8.1,0.71,0.5,0.015,84.7,,,
1301,Sauces salees et condiments,sauce e la creme aux herbes,77.4,1.15,5.49,1.89,5.66,0.75,0.4,555,27,6,0.59,2.2,0.01,86,,,
1302,Sauces salees et condiments,sauce aigre douce,106,0.6,1,0.0274,23.4,16.1,"< 1,23",289,13,12,0.6,6,0,73.2,,,
