id,famille,nom,energie,proteines,lipides,dontAGS,glucides,sucre,fibres,sodium,calcium,magnesium,fer,vitamineC,vitamineD,eau,allergene,vegetarien,visuel
397,Desserts lactes frais ou UHT,creme brelee,300,4.33,24.3,17.3,16.2,15.4,0,39.6,67.1,7.6,0.8,"< 0,5","< 0,5",54.6,,,creme dessert
398,Desserts lactes frais ou UHT,creme caramel,136,4.41,2.67,1.22,23.6,20,0.1,173,92.5,10.9,0.316,0,0.07,68.4,,,creme dessert
399,Desserts lactes frais ou UHT,"creme chantilly sous pression, uht",285,2.26,26.4,16.6,9.56,8,0,130,101,11,0.05,0,0.4,61.3,,,creme dessert
400,Desserts lactes frais ou UHT,"creme dessert e la vanille, appertisee",123,3.5,4.6,1.88,16.7,14.4,0.5,66.5,141,10,0.8,0.2,0.1,74,,,creme dessert
401,Desserts lactes frais ou UHT,"creme dessert e la vanille, rayon frais",127,3.64,4,1.98,19.3,15.4,0.042,53.3,117,1.21,0.1,"< 0,5","< 0,5",71.2,,,creme dessert
402,Desserts lactes frais ou UHT,"creme dessert allegee en matiere grasse, rayon frais",87.5,3.8,0.679,0.38,16.7,12.5,0,78.7,135,14.7,0.09,< 1,0.32,78,,,creme dessert
403,Desserts lactes frais ou UHT,"creme dessert au chocolat, appertisee",141,3.8,3.65,1.72,22.9,16.8,1,57.3,98.1,27.9,2.2,2,0.03,67.6,,,creme dessert
404,Desserts lactes frais ou UHT,"creme dessert au chocolat, rayon frais",137,4.1,5.07,1.525,19.5,16.3,0.214,75.3,117,18.3,0.03,0,0.385,71.2,,,creme dessert
405,Desserts lactes frais ou UHT,creme dessert aux oeufs ou creme renversee,175,4.47,7.41,5.28,22.8,18.7,0,51.2,98.7,6,0.5,0,0.5,64.6,,,creme dessert
406,Desserts lactes frais ou UHT,creme pâtissiere,118,2.9,1.7,0.847,22.8,16.5,0,71,115,10,0.64,0.925,0.24,72.1,,,creme dessert
407,Desserts lactes frais ou UHT,ile flottante,138,4.67,3.76,1.31,21.3,19.3,< 1,62.4,83.7,9.1,0.45,"< 0,5","< 0,5",69.7,,,creme dessert
408,Desserts lactes frais ou UHT,"lait de poule, sans alcool",92.6,3.8,4.1,2.43,10.2,8.4,0,56,89,9,0.3,0,0.23,81.2,,,creme dessert
409,Desserts lactes frais ou UHT,"lait gelifie aromatise chocolat, rayon frais",144,3.18,3.1,1.93,26,21.3,0,42.9,102,20,1.15,"< 0,5","< 0,2",66.9,,,creme dessert
410,Desserts lactes frais ou UHT,"lait gelifie aromatise nappe de caramel, rayon frais",116,2.97,1.88,0.956,21.6,19.4,0.343,36.6,97.3,8.38,0.06,"< 0,5","< 0,2",72.6,,,creme dessert
411,Desserts lactes frais ou UHT,"milk0shake, tout parfum",109,3.5,1.8,1.14,19.7,17.1,0.15,76,136,12.9,0.47,0.333,1.1,73.9,,,creme dessert
412,Desserts lactes frais ou UHT,"viennois ou liegeois, chocolat, cafe, caramel ou vanille, rayon frais",155,3.3,8.76,4.87,15.9,14,0,59.1,87.1,26,1.54,"< 0,5","< 0,2",71.2,,,creme dessert
413,Eaux,"eau de source ogeu, embouteillee, faiblement mineralisee (ogeu, 64)",0,0,0,0,0,0,0,3.47,4.9,1.06,"< 0,001",0,0,100,,,eau
414,Eaux,eau du robinet,0,0,0,0,0,0,0,"< 6,67","< 14,2","< 1,91",0.0304,0,0,99.9,,,eau
415,Eaux,"eau minerale abatilles, embouteillee, non gazeuse, faiblement mineralisee (arcachon, 33)",0,0,0,0,0,0,0,9.25,1.74,0.9,0.01,0,0,100,,,eau
416,Eaux,"eau minerale aix0les0bains, embouteillee, non gazeuse, faiblement mineralisee  (aix0les0bains, 73)",0,0,0,0,0,0,0,0.44,8.23,2.25,"< 0,001",0,0,100,,,eau
417,Eaux,"eau minerale aizac, embouteillee, gazeuse, faiblement mineralisee (aizac, 07)",0,0,0,0,0,0,0,0.13,8.01,2.77,"< 0,001",0,0,100,,,eau
418,Eaux,"eau minerale alet, embouteillee, non gazeuse, faiblement mineralisee (alet, 11)",0,0,0,0,0,0,0,1.16,6,2.31,"< 0,001",0,0,100,,,eau
419,Eaux,"eau minerale amanda,  embouteillee, non gazeuse, fortement mineralisee (st0amand, 59)",0,0,0,0,0,0,0,5.5,24,6.6,0.04,0,0,99.9,,,eau
420,Eaux,"eau minerale amelie0la0reine, embouteillee, gazeuse, moyennement mineralisee (cornillon, 38)",0,0,0,0,0,0,0,4.65,41.3,2.54,0.0007,0,0,99.9,,,eau
421,Eaux,"eau minerale appollinaris, embouteillee, non gazeuse, fortement mineralisee (allemagne)",0,0,0,0,0,0,0,38,9,11,0,0,0,99.8,,,eau
422,Eaux,"eau minerale arcens, embouteillee, gazeuse, fortement mineralisee (arcens, 07)",0,0,0,0,0,0,0,61,2.18,3.82,0.0006,0,0,99.8,,,eau
423,Eaux,"eau minerale arvie, embouteillee, gazeuse, fortement mineralisee (ardes, 63)",0,0,0,0,0,0,0,66.1,17.8,10,0.0006,0,0,99.7,,,eau
424,Eaux,"eau minerale auvergne, embouteillee, gazeuse, fortement mineralisee (cornillon, 38)",0,0,0,0,0,0,0,3.68,34,2.71,"< 0,001",0,0,99.9,,,eau
425,Eaux,"eau minerale avene, embouteillee, non gazeuse, faiblement mineralisee (avene, 34)",0,0,0,0,0,0,0,0.51,4.1,2.1,"< 0,001",0,0,100,,,eau
426,Eaux,"eau minerale avra, embouteillee, non gazeuse, faiblement mineralisee (grece)",0,0,0,0,0,0,0,8.4,11.1,1,0,0,0,100,,,eau
427,Eaux,"eau minerale badoit, embouteillee, gazeuse, moyennement mineralisee (st0galmier, 42)",0,0,0,0,0,0,0,16.7,14.1,9.86,"< 0,001",0,0,99.9,,,eau
428,Eaux,"eau minerale beckerich, embouteillee, non gazeuse, faiblement mineralisee (luxembourg)",0,0,0,0,0,0,0,0.3,9.7,0.5,0,0,0,100,,,eau
429,Eaux,"eau minerale caramulo, embouteillee, non gazeuse, tres faiblement mineralisee (portugal)",0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,100,,,eau
430,Eaux,"eau minerale celtic, embouteillee, non gazeuse, tres faiblement mineralisee (niederbronn, 67)",0,0,0,0,0,0,0,0.12,0.59,0.2,"< 0,001",0,0,100,,,eau
431,Eaux,"eau minerale chambon, embouteillee, non gazeuse, faiblement mineralisee (chambon, 45)",0,0,0,0,0,0,0,1.03,9.47,0.61,"< 0,001",0,0,100,,,eau
432,Eaux,"eau minerale chantemerle, embouteillee, non gazeuse, faiblement mineralisee (le pestrin, 07)",0,0,0,0,0,0,0,1.34,2.62,0.96,"< 0,001",0,0,100,,,eau
433,Eaux,"eau minerale chateauneuf, embouteillee, gazeuse, fortement mineralisee (chateauneuf, 63)",0,0,0,0,0,0,0,63.5,14.1,3.55,"< 0,001",0,0,99.8,,,eau
434,Eaux,"eau minerale chateldon, embouteillee, gazeuse, fortement mineralisee (chateldon, 63)",0,0,0,0,0,0,0,23.8,38.3,4.72,"< 0,001",0,0,99.8,,,eau
435,Eaux,"eau minerale chaudfontaine, embouteillee, non gazeuse, faiblement mineralisee (belgique)",0,0,0,0,0,0,0,4.4,6.5,1.8,0,0,0,100,,,eau
436,Eaux,"eau minerale christinen brunnen, embouteillee, non gazeuse, moyennement mineralisee (allemagne)",0,0,0,0,0,0,0,37,3.3,0,0,0,0,99.9,,,eau
437,Eaux,"eau minerale clos de l'abbaye, embouteillee, non gazeuse, moyennement mineralisee (st0amand, 59)",0,0,0,0,0,0,0,2.94,16.4,4.15,0.0005,0,0,99.9,,,eau
438,Eaux,"eau minerale contrex, embouteillee, non gazeuse, fortement mineralisee (contrexeville, 88)",0,0,0,0,0,0,0,0.85,48.1,9.63,0.0005,0,0,99.8,,,eau
439,Eaux,"eau minerale courmayeur, embouteillee, non gazeuse, fortement mineralisee (italie)",0,0,0,0,0,0,0,0.1,51.7,6.7,0,0,0,99.8,,,eau
440,Eaux,"eau minerale dax, embouteillee, non gazeuse, moyennement mineralisee (dax, 40)",0,0,0,0,0,0,0,12.4,11.8,3.18,"< 0,001",0,0,99.9,,,eau
441,Eaux,"eau minerale didier plate, embouteillee non gazeuse, moyennement mineralisee (martinique)",0,0,0,0,0,0,0,13,17.2,10.7,"< 0,001",0,0,99.9,,,eau
442,Eaux,"eau minerale didier, embouteillee, gazeuse, moyennement mineralisee (martinique)",0,0,0,0,0,0,0,12.6,12.6,11.2,0.0005,0,0,99.9,,,eau
443,Eaux,"eau minerale evian, embouteillee, non gazeuse, faiblement mineralisee (evian, 74)",0,0,0,0,0,0,0,0.66,7.07,3.53,"< 0,001",0,0,100,,,eau
444,Eaux,"eau minerale fonfort, embouteillee, gazeuse, fortement mineralisee (st0romain0le0puy, 42)",0,0,0,0,0,0,0,112,11.4,8.69,0.0037,0,0,99.7,,,eau
445,Eaux,"eau minerale hepar, embouteillee, non gazeuse, fortement mineralisee (vittel, 88)",0,0,0,0,0,0,0,1.45,57.5,14.5,"< 0,001",0,0,99.7,,,eau
446,Eaux,"eau minerale highland spring, embouteillee, non gazeuse, faiblement mineralisee (ecosse)",0,0,0,0,0,0,0,0.6,3.5,0.9,0,0,0,100,,,eau
447,Eaux,"eau minerale hydroxydase, embouteillee, gazeuse, fortement mineralisee (le breuil sur couze, 63)",0,0,0,0,0,0,0,192,21.4,25.4,0.018,0,0,99.4,,,eau
448,Eaux,"eau minerale levissima, embouteillee, non gazeuse, faiblement mineralisee (italie)",0,0,0,0,0,0,0,0.2,2,0.2,0,0,0,100,,,eau
449,Eaux,"eau minerale luchon (31), embouteillee, non gazeuse, faiblement mineralisee (luchon, 31)",0,0,0,0,0,0,0,0.12,2.75,0.11,"< 0,001",0,0,100,,,eau
450,Eaux,"eau minerale luso, embouteillee, non gazeuse, tres faiblement mineralisee (portugal)",0,0,0,0,0,0,0,0.6,0.1,0.2,0,0,0,100,,,eau
451,Eaux,"eau minerale miers0alvignac, embouteillee, non gazeuse, fortement mineralisee (alvignac, 46)",0,0,0,0,0,0,0,41.7,43.6,24.9,0.01,0,0,99.6,,,eau
452,Eaux,"eau minerale mont0roucous, embouteillee, tres faiblement mineralisee (lacaune, 81)",0,0,0,0,0,0,0,0.26,0.13,0.02,"< 0,001",0,0,100,,,eau
453,Eaux,"eau minerale nero, embouteillee, non gazeuse, faiblement mineralisee (grece)",0,0,0,0,0,0,0,4.1,5.9,3.5,0,0,0,100,,,eau
454,Eaux,"eau minerale oree du bois, embouteillee, non gazeuse, moyennement mineralisee (st0amand, 59)",0,0,0,0,0,0,0,4.92,24,6.12,0.0044,0,0,99.9,,,eau
455,Eaux,"eau minerale orezza, embouteillee, gazeuse, moyennement mineralisee (rapaggio, 20b)",0,0,0,0,0,0,0,0.74,17.1,1.83,0.035,0,0,99.9,,,eau
456,Eaux,"eau minerale parot, embouteillee, gazeuse, fortement mineralisee (st0romain0le0puy, 42)",0,0,0,0,0,0,0,100,10.3,8.9,0.025,0,0,99.7,,,eau
457,Eaux,"eau minerale penacova, embouteillee, non gazeuse, tres faiblement mineralisee (portugal)",0,0,0,0,0,0,0,0.6,0.1,0.1,0,0,0,100,,,eau
458,Eaux,"eau minerale perrier, embouteillee, gazeuse, faiblement mineralisee (vergese, 30)",0,0,0,0,0,0,0,"< 1,17",13.7,0.35,"< 0,001",0,0,100,,,eau
459,Eaux,"eau minerale plancoet, embouteillee, non gazeuse, faiblement mineralisee (plancoet, 22)",0,0,0,0,0,0,0,3.44,4.47,1.62,"< 0,001",0,0,100,,,eau
460,Eaux,"eau minerale propiac, embouteillee, non gazeuse, fortement mineralisee (propiac, 26)",0,0,0,0,0,0,0,68.4,32.7,8.88,"< 0,001",0,0,99.6,,,eau
461,Eaux,"eau minerale puits st0georges, embouteillee, gazeuse, moyennement mineralisee (st0romain0le0puy, 42)",0,0,0,0,0,0,0,45,4.25,3.24,0.0032,0,0,99.9,,,eau
462,Eaux,"eau minerale quezac, embouteillee, gazeuse, fortement mineralisee (quezac, 48)",0,0,0,0,0,0,0,24.7,23.9,9.85,"< 0,001",0,0,99.8,,,eau
463,Eaux,"eau minerale reine des basaltes, embouteillee, gazeuse, moyennement mineralisee (asperjoc, 07)",0,0,0,0,0,0,0,24.6,12.5,6.45,"< 0,001",0,0,99.9,,,eau
464,Eaux,"eau minerale rozana, embouteillee, gazeuse, fortement mineralisee (beauregard, 63)",0,0,0,0,0,0,0,52.5,30.5,15.6,"< 0,001",0,0,99.7,,,eau
465,Eaux,"eau minerale sail0les0bains, embouteillee, non gazeuse, faiblement mineralisee (sail0les0bains, 42)",0,0,0,0,0,0,0,8.5,2.1,0.2,"< 0,001",0,0,100,,,eau
466,Eaux,"eau minerale salvetat, embouteillee, gazeuse, moyennement mineralisee (la salvetat, 34)",0,0,0,0,0,0,0,0.62,24.1,1.04,"< 0,001",0,0,99.9,,,eau
467,Eaux,"eau minerale san benedetto, embouteillee, faiblement mineralisee (italie)",0,0,0,0,0,0,0,0.7,4.6,2.8,0,0,0,100,,,eau
468,Eaux,"eau minerale san bernardo, embouteillee, tres faiblement mineralisee (italie)",0,0,0,0,0,0,0,0.05,1.1,0.05,0,0,0,100,,,eau
469,Eaux,"eau minerale san pellegrino, embouteillee, gazeuse, moyennement mineralisee (italie)",0,0,0,0,0,0,0,4.4,20.8,5.1,0,0,0,99.9,,,eau
470,Eaux,"eau minerale soultzmatt , embouteillee, gazeuse, moyennement mineralisee ( soultzmatt, 68)",0,0,0,0,0,0,0,29.1,11.5,5.43,"< 0,001",0,0,99.9,,,eau
471,Eaux,"eau minerale spa0reine, embouteillee, non gazeuse, moyennement mineralisee (belgique)",0,0,0,0,0,0,0,0.3,0.45,0.13,0,0,0,100,,,eau
472,Eaux,"eau minerale st0alban antonin, embouteillee, gazeuse, fortement mineralisee (st0alban, 42)",0,0,0,0,0,0,0,33,21.8,6.85,0.0013,0,0,99.8,,,eau
473,Eaux,"eau minerale st0alban cesar, embouteillee, gazeuse, fortement mineralisee (st0alban, 42)",0,0,0,0,0,0,0,32.6,22.4,6.92,0.0027,0,0,99.8,,,eau
474,Eaux,"eau minerale st0amand vauban, embouteillee, non gazeuse, moyennement mineralisee (st0amand, 59)",0,0,0,0,0,0,0,4.78,23,5.9,0.0008,0,0,99.9,,,eau
475,Eaux,"eau minerale st0antonin0noble0val, embouteillee, non gazeuse, fortement mineralisee (st0antonin0noble0val, 82)",0,0,0,0,0,0,0,0.84,50,8.2,0.009,0,0,99.8,,,eau
476,Eaux,"eau minerale st0christophe, embouteillee, non gazeuse, moyennement mineralisee (dax, 40)",0,0,0,0,0,0,0,12.1,11.6,2.95,"< 0,001",0,0,99.9,,,eau
477,Eaux,"eau minerale st0diery, embouteillee, gazeuse, fortement mineralisee (st0diery, 63)",0,0,0,0,0,0,0,36.8,7.8,7.4,"< 0,001",0,0,99.8,,,eau
478,Eaux,"eau minerale ste0marguerite, embouteillee, gazeuse, fortement mineralisee (st0maurice, 63)",0,0,0,0,0,0,0,35,16.5,11.5,"< 0,001",0,0,99.8,,,eau
479,Eaux,"eau minerale st0martial, embouteillee, non gazeuse, faiblement mineralisee (st0martin le redon, 46)",0,0,0,0,0,0,0,0.49,10.2,0.15,"< 0,001",0,0,100,,,eau
480,Eaux,"eau minerale st0yorre, embouteillee, gazeuse, fortement mineralisee (saint0yorre, 03)",0,0,0,0,0,0,0,178,8.9,1.12,0.0015,0,0,99.5,,,eau
481,Eaux,"eau minerale talians, embouteillee,  non gazeuse, fortement mineralisee (italie)",0,0,0,0,0,0,0,0.7,59.6,7.7,0,0,0,99.8,,,eau
482,Eaux,"eau minerale thonon, embouteillee, non gazeuse, faiblement mineralisee (thonon, 74)",0,0,0,0,0,0,0,0.43,10.9,1.44,"< 0,001",0,0,100,,,eau
483,Eaux,"eau minerale vals st0jean, embouteillee, gazeuse, faiblement mineralisee (vals, 07)",0,0,0,0,0,0,0,8.3,3.31,1.74,"< 0,001",0,0,100,,,eau
484,Eaux,"eau minerale vals0vivaraise, embouteillee, gazeuse, moyennement mineralisee (vals, 07)",0,0,0,0,0,0,0,40.5,4.05,1.88,"< 0,001",0,0,99.9,,,eau
485,Eaux,"eau minerale valvert, embouteillee, non gazeuse, faiblement mineralisee (belgique)",0,0,0,0,0,0,0,0.195,6.78,0.2,0,0,0,100,,,eau
486,Eaux,"eau minerale ventadour, embouteillee, gazeuse, faiblement mineralisee (le pestrin, 07)",0,0,0,0,0,0,0,1.42,3.79,0.96,"< 0,001",0,0,100,,,eau
487,Eaux,"eau minerale vernet, embouteillee, gazeuse, moyennement mineralisee (prades, 07)",0,0,0,0,0,0,0,21.5,3.6,1.96,"< 0,001",0,0,99.9,,,eau
488,Eaux,"eau minerale verniere, embouteillee, gazeuse, moyennement mineralisee (les aires, 34)",0,0,0,0,0,0,0,15.8,18.5,7.22,"< 0,001",0,0,99.9,,,eau
489,Eaux,"eau minerale vichy celestins, embouteillee, gazeuse, fortement mineralisee (saint0yorre, 03)",0,0,0,0,0,0,0,122,10.3,0.98,"< 0,001",0,0,99.7,,,eau
490,Eaux,"eau minerale vittel, embouteillee, non gazeuse, moyennement mineralisee (vittel, 88)",0,0,0,0,0,0,0,0.37,20.6,5.89,"< 0,001",0,0,99.9,,,eau
491,Eaux,"eau minerale volvic active, embouteillee, gazeuse, faiblement mineralisee (volvic, 63)",0,0,0,0,0,0,0,1.17,1.07,0.75,"< 0,001",0,0,100,,,eau
492,Eaux,"eau minerale volvic, embouteillee, non gazeuse, faiblement mineralisee (volvic, 63)",0,0,0,0,0,0,0,"< 1,45",1.05,1.02,"< 0,001",0,0,100,,,eau
493,Eaux,"eau minerale wattwiller, embouteillee, non gazeuse, moyennement mineralisee (wattwiller , 68)",0,0,0,0,0,0,0,0.27,20.5,1.77,"< 0,001",0,0,99.9,,,eau
494,Entremets et glaces,barre chocolatee glacee,355,6.21,19.6,11.4,38.1,24.4,"< 1,45",78.6,108,25.4,6.72,0.29,0.0952,33.7,,,glace
495,Entremets et glaces,clafoutis aux fruits,212,5,7.45,4.24,31.1,20.5,< 1,99.2,66.6,13.5,0.578,"< 0,5","< 0,5",54.6,,,glace
496,Entremets et glaces,creme glacee,184,3.58,10.1,5.72,19.7,19.7,0.22,56.1,104,28.7,0.33,0.8,0.155,65.5,,,glace
497,Entremets et glaces,creme glacee au chocolat,192,4.08,10.8,7.16,17.5,15.7,4.2,39.5,109,29,0.915,0.35,0.16,62.5,,,glace
498,Entremets et glaces,"dessert fermente au soja, aux fruits, enrichi en vitamines et/ou mineraux, rayon frais",85.7,3.41,2.17,0.36,12.8,9.63,0,35.1,121,17.8,0.505,"< 0,5","< 0,5",80.9,,,glace
499,Entremets et glaces,"dessert fermente au soja, nature, rayon frais",53.2,4.27,2.68,0.457,2.59,1.5,0,35.1,60.2,19,0.558,"< 0,5","< 0,5",90.1,,,glace
500,Entremets et glaces,"dessert soja aromatise, rayon frais",114,2.87,1.75,0.343,21.3,9.42,0,56,119,29.3,1.77,"< 0,5","< 0,5",73.3,,,glace
501,Entremets et glaces,"gâteau de riz nappe de caramel, rayon frais",146,3.57,3.31,1.61,25.2,17.8,0.533,27.5,69.8,6.61,0.3,"< 0,5","< 0,5",66.7,,,glace
502,Entremets et glaces,"gâteau de semoule, appertise",142,3.68,3.21,1.18,24.1,16.7,1,27.5,68.4,7.08,0.3,"< 0,5","< 0,5",67.5,,,glace
503,Entremets et glaces,glace en cornet,278,4.15,14.2,11.4,33.1,21.8,1,73.3,98,20.9,1.7,1,0.044,46.5,,,glace
504,Entremets et glaces,"glace sur bâtonnet, enrobee de chocolat",264,2.2,14.2,9.18,31.7,24.7,"< 1,1",59,107,14.3,6.33,0.271,0.127,49.6,,,glace
505,Entremets et glaces,mousse e la creme de marrons,244,2.31,9.06,6.64,37.9,0,1,12.6,30.8,0,0,"< 0,5",1.39,49.4,,,glace
506,Entremets et glaces,"mousse au chocolat, rayon frais",164,5.34,7.7,4.95,18.2,17.2,0.25,68.9,103,40.2,3.42,"< 0,5","< 0,2",67.3,,,glace
507,Entremets et glaces,mousse aux fruits,149,2.59,7.85,5.51,16.9,13.6,< 1,19.7,60.5,7.9,0.3,"< 0,5","< 0,5",73.5,,,glace
508,Entremets et glaces,omelette norvegienne,286,4.42,11.3,5.87,41.2,35.2,0.796,160,67.7,15.9,0.463,1.97,0.0834,41.5,,,glace
509,Entremets et glaces,pain perdu,234,6.28,9,4.18,31.2,14.1,1.3,324,83.7,14.8,1.34,0.377,0.283,51,,,glace
510,Entremets et glaces,peche melba,119,2.05,3.62,1.45,18.8,18.2,1.54,25.1,62.3,10.1,0.568,15.6,0.0276,73.5,,,glace
511,Entremets et glaces,poire belle helene,196,2.92,9.57,4.81,23.3,21,2.76,15.7,49.3,35.3,2.43,1.82,0.478,60.7,,,glace
512,Entremets et glaces,profiterole avec glace vanille et sauce chocolat,208,4.63,9.9,5.85,24.8,14.9,0.6,123,82.7,31.2,1,"< 0,5",0.65,58.9,,,glace
513,Entremets et glaces,"riz au lait, rayon frais",124,3.2,3.08,1.98,20.7,12.7,0.4,46.1,66.3,10.9,0.2,"< 0,5","< 0,5",72,,,glace
514,Entremets et glaces,"semoule au lait, rayon frais",125,3.38,3.24,2.04,18.6,11.3,3.9,42.7,84.2,9.63,< 1,0.5,0.7,70.3,,,glace
515,Entremets et glaces,sorbet,123,0.795,1.55,0,26,26,1.11,13.4,15.3,4.2,0.14,2.3,0,69.8,,,glace
516,Entremets et glaces,tiramisu,280,3.82,12.5,9.46,37.5,21.1,1.2,72.3,79,15.2,0.9,0,0.6,44,,,glace
517,Farines et amidons,farine de ble tendre ou froment t110,343,11.7,1.27,0.256,67.2,1.89,6.35,1.7,30.5,59.3,2.05,"< 0,5",0,12.5,,,farine
518,Farines et amidons,farine de ble tendre ou froment t150,333,11.9,1.46,0.296,61.6,1.77,11,14,35.8,86.4,2.76,"< 0,5",0,12.7,,,farine
519,Farines et amidons,farine de ble tendre ou froment t55 (pour pains),343,11.7,0.8,0.162,69.3,1.82,3.9,2.9,24,24.8,0.89,0,0,13.9,,,farine
520,Farines et amidons,farine de ble tendre ou froment t80,344,11.4,1.09,0.221,68.7,1.77,4.6,"< 2,72",25.8,42.4,1.54,"< 0,5",0,13.5,,,farine
521,Farines et amidons,farine de sarrasin,347,9.11,2.24,0.415,70.5,1.5,4.2,6,23.8,157,2.5,"< 0,5",0,12.3,,,farine
522,Farines et amidons,farine de seigle t130,335,9.1,1.26,0.23,65.9,2.07,10.6,6,29.9,62.8,2.05,"< 0,5",0,11.8,,,farine
523,Farines et amidons,"semoule de maïs, sec",350,7.9,1.8,0.224,74,0,3.2,1.7,1.55,35,< 1,0,0,12.6,,,farine
524,Fromages affines e pâte dure,beaufort,393,26.6,30.3,20.1,3.71,0,0,506,745,33,0.24,0,0,34.3,,,fromage pâte dure
525,Fromages affines e pâte dure,comte,417,28.1,34,18.8,0,0,0,567,909,43.7,0.49,0,0,31.5,,,fromage pâte dure
526,Fromages affines e pâte dure,emmental,367,28.2,28.3,18.7,0,0,0,277,971,44.2,0.225,0,1.81,37.5,,,fromage pâte dure
527,Fromages affines e pâte dure,emmental râpe,381,27.8,30,20.4,0.05,0.05,0,206,1040,38.3,1.5,"< 0,5","< 0,5",38.1,,,fromage pâte dure
528,Fromages affines e pâte dure,"fromâge e pate pressee cuite type emmental, allege",291,33.2,17,11.3,2,1.9,0,255,1070,45,0.2,0,0.48,47,,,fromage pâte dure
529,Fromages affines e pâte dure,gruyere,414,27.2,33.4,20.1,1.4,0.36,0,361,1020,39.4,0.337,0,0.25,33.3,,,fromage pâte dure
530,Fromages affines e pâte dure,parmesan,441,39.4,30.9,18.8,1.87,0.4,0,1090,1200,45,1.1,0,0.25,22.7,,,fromage pâte dure
531,Fromages affines e pâte ferme,"cantal, salers ou laguiole",371,24.7,30.3,19,0.184,0,0,837,759,25.7,0.54,0,0,40.5,,,fromage e pâte ferme
532,Fromages affines e pâte ferme,cheddar,403,25.5,33.4,20.2,0.5,0.5,0,670,720,25,0.3,0,0.18,36,,,fromage e pâte ferme
533,Fromages affines e pâte ferme,edam,312,32.6,20.5,13.7,0,0,0,867,793,39.7,0.177,0,0.08,43.9,,,fromage e pâte ferme
534,Fromages affines e pâte ferme,fromage e pâte ferme environ 28% mg,346,22.2,28.3,18.1,1.03,0.305,0,511,758,33,0.166,0.375,0.31,43.8,,,fromage e pâte ferme
535,Fromages affines e pâte ferme,fromage e pâte ferme environ environ 14% mg,243,28.5,14.2,8.9,0.8,0,0,770,716,31.6,0.208,0,0.16,53.5,,,fromage e pâte ferme
536,Fromages affines e pâte ferme,fromage e pâte ferme type maasdam,352,27.1,27.3,18.8,0,0,0,382,495,0,0.12,0,0.2,42.3,,,fromage e pâte ferme
537,Fromages affines e pâte ferme,"fromage e pâte ferme, enrobe de cire",345,24.9,27.4,17.7,0,0,0,635,608,29.2,0.15,0,0,43.9,,,fromage e pâte ferme
538,Fromages affines e pâte ferme,fromage des pyrenees au lait de brebis,403,24.5,33.6,20.6,1.15,0,0,648,788,35.9,0.3,0,1.08,36.9,,,fromage e pâte ferme
539,Fromages affines e pâte ferme,fromage des pyrenees au lait de vache,376,22.4,30.1,19.5,4.38,0,0,779,623,23.5,0.37,0,0,41.1,,,fromage e pâte ferme
540,Fromages affines e pâte ferme,gouda,363,24,29.9,18.3,0,0,0,747,736,28.9,0.26,0,0.24,38.6,,,fromage e pâte ferme
541,Fromages affines e pâte ferme,mimolette,329,24.9,25.7,16.6,0,0,0,1110,860,37.1,0.11,0,"< 0,2",40.3,,,fromage e pâte ferme
542,Fromages affines e pâte ferme,morbier,347,23.6,26.9,17.4,3.14,0,0,990,760,30,0,0,0,42.3,,,fromage e pâte ferme
543,Fromages affines e pâte ferme,port0salut,331,23.8,26.1,15.6,0.57,0.57,0,534,650,24,0.43,0,0.4,48.7,,,fromage e pâte ferme
544,Fromages affines e pâte ferme,raclette (fromage),367,25,29.6,20.2,0.687,0,0,643,661,24.5,0,0,0,41.1,,,fromage e pâte ferme
545,Fromages affines e pâte ferme,saint0nectaire,339,24.4,26.9,17.5,0.228,0,0,328,519,24,0.335,0,0,42.3,,,fromage e pâte ferme
546,Fromages affines e pâte ferme,saint0paulin,370,23.5,30.4,19.7,0.9,0,0,722,705,26.9,0.31,0.5,0.295,42.8,,,fromage e pâte ferme
547,Fromages affines e pâte ferme,tomme,343,28.6,25.6,15.9,0,0,0,697,869,33.8,0,0,0,41.8,,,fromage e pâte ferme
548,Fromages affines e pâte ferme,tomme de montagne ou tomme de savoie,361,22.6,30.1,19.1,0.234,0,0,807,626,24.9,0.2,0,0,42.1,,,fromage e pâte ferme
549,Fromages affines e pâte molle,brie,337,19.6,27.9,15.4,2.2,1,0,645,367,18.2,0.625,0,0.2,48.9,,,fromage e pâte molle
550,Fromages affines e pâte molle,camembert au lait cru,267,20.4,20.2,13.7,1.22,0.1,0,670,245,21.3,0.4,0,0.765,55.4,,,fromage e pâte molle
551,Fromages affines e pâte molle,camembert environ 20% mg,270,22.4,20,12.9,0.376,0.376,0,581,463,17.9,0.295,0,0.672,54.1,,,fromage e pâte molle
552,Fromages affines e pâte molle,camembert et apparentes environ 26% mg,313,19.5,26.2,17,0.2,0,0,570,490,20,0.18,0,0.248,50.5,,,fromage e pâte molle
553,Fromages affines e pâte molle,carre de l'est,299,21,24,15.5,0,0,0,1100,450,20,0,0,0,54.5,,,fromage e pâte molle
554,Fromages affines e pâte molle,chabichou,346,20.1,25.6,18.4,1.73,1.33,0,680,202,27.7,0.275,1.1,0.2,47.4,,,fromage e pâte molle
555,Fromages affines e pâte molle,chaource,272,17.4,22,14.2,1.35,0,0,792,0,8,0.12,0,0,56,,,fromage e pâte molle
